Genome	Cov	tool
af_BaDo	0.0024944948960139417	mapper1
am_StSa	0.0020484161143749452	mapper1
am_RuTo	0.0006743876712444824	mapper1
am_FiSp	0.00202378850592751	mapper1
cx_BaFa	0.0060549190783763815	mapper1
af_BaVu	0.0034831577773880166	mapper1
aa_BaDo	0.004157576734749773	mapper1
av_BaTh	0.0023266002955336907	mapper1
bk_BaCe	0.0021093643092443782	mapper1
am_PaDi	0.0075800062134033135	mapper1
bk_BaOv	0.0036407466289276355	mapper1
am_CoAe	0.0019617266985723666	mapper1
bq_BaXy	0.0029198836756019557	mapper1
bq_BaSa	0.009161094424896142	mapper1
bq_BaTh	0.002534843239957529	mapper1
am_TuSa	0.0016397468090877218	mapper1
af_BaTh	0.0027706902777404753	mapper1
an_BaXy	0.00517386249661632	mapper1
av_BaOv	0.0029508312206928027	mapper1
bq_BaDo	0.017347371787496808	mapper1
bq_BaVu	0.010972989107214368	mapper1
bk_BaUn	0.002660243652285584	mapper1
bf_BaVu	0.0023102445064420505	mapper1
am_BaSa	0.007239437527910609	mapper1
am_RuLa	0.0008246969664148737	mapper1
am_PrMi	0.0006691948480308117	mapper1
am_BL	0.0002492692540732011	mapper1
am_EnDu	0.0009006255819103104	mapper1
am_BiPs	0.0019257806818610314	mapper1
am_FaCy	0.0009173721557422221	mapper1
am_HoMa	0.0006615997374942977	mapper1
am_BA	0.0002226762316448415	mapper1
am_BlSp	7.972540414538055e-05	mapper1
am_AkMu	0.00010326096026434806	mapper1
av_BaFr	0.7674036883078595	minimap.all
ao_BaFr	0.7681901033435382	minimap.all
bq_BaFr	0.7159717070387001	minimap.all
am_BaFr	0.9998311123356588	minimap.all
af_BaFr	0.6796982797921882	minimap.all
bq_BaFi	0.005670073247952159	minimap.all
aa_BaFr	0.7305482405876834	minimap.all
bf_BaUn	0.006291377951126508	minimap.all
bq_BaTh	0.0012940252379129186	minimap.all
av_BaUn	0.001242279194781295	minimap.all
bq_BaSa	0.0042567039276940185	minimap.all
av_BaTh	0.001076240578651086	minimap.all
am_BaVu	0.022122429827833055	minimap.all
an_BaXy	0.003586623000890319	minimap.all
ao_BaOv	0.0018995252882784027	minimap.all
cx_BaUn	0.004034633701185929	minimap.all
bj_BaVu	0.012901773407890374	minimap.all
am_BaOv	0.019452427448839436	minimap.all
bq_BaVu	0.006839253627578979	minimap.all
aa_BaFa	0.00954451934282968	minimap.all
am_PaMe	0.02583854779427746	minimap.all
am_PaDi	0.007242438197867115	minimap.all
bf_BaFa	0.0015284486050578022	minimap.all
bj_BaCa	0.005552786636052272	minimap.all
bq_BaCa	0.005424464968849694	minimap.all
am_BaSt	0.0055287274888957075	minimap.all
cx_BaOv	0.0047517108899381355	minimap.all
af_BaDo	0.0010125489675320363	minimap.all
cx_BaVu	0.004970969465526605	minimap.all
am_BaXy	0.017992902419446934	minimap.all
am_EsCo	0.014403403713096072	minimap.all
af_BaTh	0.0011114692163761537	minimap.all
ao_BaXy	0.001363703584835012	minimap.all
am_TuSa	0.0011203963962449915	minimap.all
av_BaVu	0.0023997782748995306	minimap.all
cx_BaCa	0.005448789236819316	minimap.all
bj_BaUn	0.015066963634191325	minimap.all
af_BaUn	0.017169476611200052	minimap.all
af_BaXy	0.0014792028851012455	minimap.all
bk_BaTh	0.0074872361168335	minimap.all
aa_BaXy	0.004915076721120232	minimap.all
bq_BaDo	0.010912652795250563	minimap.all
bq_BaOv	0.0017549995060431854	minimap.all
aa_BaOv	0.0017399989629045425	minimap.all
af_BaVu	0.0012860303657860363	minimap.all
bf_BaOv	0.0058461109872566305	minimap.all
am_EnCl	0.004301170046668512	minimap.all
bk_BaOv	0.0018708652106945438	minimap.all
af_BaSt	0.009666241978678804	minimap.all
aa_BaCe	0.0018533783396025606	minimap.all
bk_BaSa	0.006203196602213032	minimap.all
am_BaSa	0.0034382783672971006	minimap.all
bj_BaXy	0.005223366481033016	minimap.all
an_BaOv	0.008930546950370813	minimap.all
am_PaEx	0.003518356602903909	minimap.all
bk_BaUn	0.0007306275707311215	minimap.all
am_PrNa	0.0019936350123578744	minimap.all
aa_BaDo	0.0022002417097532665	minimap.all
cx_BaFa	0.002355173752523882	minimap.all
am_StSa	0.0018466017188700243	minimap.all
bq_BaCe	0.005076994580506656	minimap.all
bk_BaCe	0.0011193481886279009	minimap.all
bq_BaXy	0.0011549539881233763	minimap.all
am_AlOn	0.0065723186873455726	minimap.all
av_BaOv	0.0010144555058949462	minimap.all
am_BA	9.378372607072159e-05	minimap.all
bf_BaVu	0.001295559663704452	minimap.all
am_BL	0.00021930700650513686	minimap.all
am_EnDu	0.0009206970362878946	minimap.all
ao_BaUn	0.0008205532873594767	minimap.all
aa_BaVu	0.0015389048060145192	minimap.all
am_FiSp	0.0005285608106488111	minimap.all
am_AkMu	0.00016306192041743852	minimap.all
am_FlPl	4.17807749680932e-05	minimap.all
am_RuTo	0.00040226038480763854	minimap.all
am_HoMa	0.0002468872920708193	minimap.all
bq_BaUn	0.001023724745783377	minimap.all
am_FaCy	0.00021317923432972514	minimap.all
am_EnMu	8.892483960292843e-05	minimap.all
am_CoAe	0.0004548931474950415	minimap.all
am_RuLa	0.00018324143263412764	minimap.all
am_BiPs	0.0004650603231720346	minimap.all
af_BaCe	5.682830681941564e-05	minimap.all
am_PrMi	0.00014557569520579945	minimap.all
am_BlSp	7.972540414538055e-05	minimap.all
av_BaFr	0.7674019288241938	minimap
ao_BaFr	0.7682298016514496	minimap
bq_BaFr	0.7159508827784369	minimap
am_BaFr	0.9998412955509148	minimap
af_BaFr	0.6797297468926712	minimap
bq_BaFi	0.005909721314222327	minimap
aa_BaFr	0.7305693660237929	minimap
bf_BaUn	0.0065748868313723965	minimap
am_PaEx	0.003492440963247304	minimap
am_EsCo	0.014405405112407758	minimap
bq_BaSa	0.0043628241661987895	minimap
af_BaXy	0.001390225928103809	minimap
am_BaVu	0.022215671884211412	minimap
an_BaXy	0.003534831175862193	minimap
ao_BaOv	0.0019154416402818342	minimap
bj_BaUn	0.01524734688730892	minimap
bj_BaVu	0.012910840009020303	minimap
cx_BaCa	0.0056954375736466755	minimap
am_BaOv	0.019411641081749375	minimap
bq_BaVu	0.006900848407616762	minimap
aa_BaFa	0.009483264948544713	minimap
am_PaMe	0.025865235913879056	minimap
cx_BaVu	0.004863051292615849	minimap
af_BaDo	0.0009420453044218117	minimap
bj_BaCa	0.005483202843620539	minimap
af_BaTh	0.001110573953213547	minimap
am_BaSt	0.005406483439777224	minimap
cx_BaOv	0.004721744415943298	minimap
bq_BaCa	0.005404768716266511	minimap
cx_BaUn	0.0039554226433222515	minimap
aa_BaVu	0.001485434547787793	minimap
aa_BaXy	0.004813093853930996	minimap
am_TuSa	0.0010856174247782199	minimap
am_BaXy	0.017854846389407143	minimap
bk_BaSa	0.006187541617684162	minimap
af_BaUn	0.017413904165890465	minimap
bk_BaTh	0.007464758387122461	minimap
bf_BaFa	0.0014460947353818205	minimap
bq_BaDo	0.010892007641709741	minimap
bq_BaXy	0.0010757635945793772	minimap
bf_BaOv	0.005979299428797495	minimap
av_BaTh	0.001116011523873884	minimap
bk_BaOv	0.0019894239285201854	minimap
af_BaVu	0.0012526222636676358	minimap
af_BaSt	0.009657180696512146	minimap
aa_BaCe	0.00170390813712652	minimap
am_BaSa	0.0034171846349823945	minimap
av_BaOv	0.0010365445767898192	minimap
bq_BaTh	0.0012769736608393954	minimap
an_BaOv	0.008973259017647285	minimap
bk_BaUn	0.000738375477101547	minimap
aa_BaDo	0.0021974254003647824	minimap
bq_BaOv	0.0017490392428200806	minimap
av_BaVu	0.002384732643081979	minimap
am_PrNa	0.002190003068666914	minimap
am_EnCl	0.004353980102006991	minimap
bj_BaXy	0.005375721255245295	minimap
am_PaDi	0.007285666885115633	minimap
bk_BaCe	0.0010869456382551464	minimap
ao_BaXy	0.0015295254097561128	minimap
bq_BaCe	0.005175334521650982	minimap
am_AlOn	0.0066630668935843	minimap
am_StSa	0.0018466017188700243	minimap
am_BA	9.378372607072159e-05	minimap
aa_BaOv	0.0018091889069375656	minimap
bf_BaVu	0.001268061429483921	minimap
am_BL	0.00022138771814180798	minimap
am_EnDu	0.0009206970362878946	minimap
cx_BaFa	0.0022985128768585293	minimap
ao_BaUn	0.0008940722478993999	minimap
am_AkMu	0.00016306192041743852	minimap
am_FlPl	4.112795035921674e-05	minimap
am_RuTo	0.00040226038480763854	minimap
am_HoMa	0.0002468872920708193	minimap
av_BaUn	0.001285621326046649	minimap
am_FiSp	0.0006653327317548437	minimap
bq_BaUn	0.0010850880704081985	minimap
am_FaCy	0.00021317923432972514	minimap
am_EnMu	8.892483960292843e-05	minimap
am_RuLa	0.000263699673259969	minimap
am_BiPs	0.0004650603231720346	minimap
af_BaCe	5.682830681941564e-05	minimap
am_CoAe	0.0004837752520979013	minimap
am_PrMi	0.00014557569520579945	minimap
am_BlSp	7.972540414538055e-05	minimap

