Genome	Cov	tool
am_AkMu	0.00011577744029639025	bowtie
bk_BaUn	0.000774596939383286	bowtie
am_PrNa	0.0022083085654414853	bowtie
am_FlPl	3.982230114146383e-05	bowtie
am_HoMa	0.0003591749308024395	bowtie
av_BaUn	0.001050753830946555	bowtie
am_CoAe	0.00037230837964623937	bowtie
am_BiPs	0.0005126437153112583	bowtie
am_EnMu	4.431470412106068e-05	bowtie
am_FaCy	0.00025801091880249994	bowtie
am_PrMi	0.00021886726493743896	bowtie
am_FiSp	0.0006075724782200251	bowtie
am_RuLa	0.0003395160923112425	bowtie
am_BlSp	7.972540414538055e-05	bowtie
ao_BaFr	0.7830088608128407	bwa.all
am_BaFr	0.9999861661981427	bwa.all
bq_BaFr	0.7386242973063619	bwa.all
aa_BaFr	0.746498505702559	bwa.all
bk_BaSa	0.00921022787468294	bwa.all
bf_BaUn	0.008262744353964636	bwa.all
af_BaUn	0.020468544487223177	bwa.all
ao_BaUn	0.002476567873521248	bwa.all
af_BaFr	0.699380572022601	bwa.all
bf_BaVu	0.002059421327159063	bwa.all
av_BaFr	0.7802987485965674	bwa.all
af_BaXy	0.0027255046827635867	bwa.all
bq_BaOv	0.0028273998664603023	bwa.all
cx_BaCa	0.007630387150814195	bwa.all
bk_BaOv	0.0032097287872091423	bwa.all
am_BaVu	0.0233210414235355	bwa.all
aa_BaFa	0.012195845612127604	bwa.all
bq_BaCe	0.007179726258546372	bwa.all
am_BaXy	0.01977352508515581	bwa.all
bq_BaCa	0.007823312523559936	bwa.all
am_PaMe	0.026945902575019394	bwa.all
cx_BaFa	0.004304577689105672	bwa.all
am_TuSa	0.0012868219442705496	bwa.all
bf_BaOv	0.007875170479410179	bwa.all
bq_BaFi	0.008075948114851624	bwa.all
bq_BaDo	0.013242739897153353	bwa.all
an_BaXy	0.004870935084971452	bwa.all
bq_BaTh	0.0029652376760910836	bwa.all
af_BaDo	0.0018960693865565257	bwa.all
bj_BaXy	0.006795749933976964	bwa.all
am_EsCo	0.015222476381403331	bwa.all
aa_BaOv	0.0029596413096827333	bwa.all
bq_BaVu	0.008497102254033993	bwa.all
af_BaVu	0.002433162915699375	bwa.all
am_BaOv	0.02125503656015789	bwa.all
am_PaEx	0.004115958912604442	bwa.all
bk_BaTh	0.010412449601462679	bwa.all
cx_BaVu	0.0064021136674999235	bwa.all
aa_BaXy	0.006200123032379716	bwa.all
bj_BaVu	0.01644604282406492	bwa.all
aa_BaDo	0.0035775930200588114	bwa.all
cx_BaUn	0.0056594864373636505	bwa.all
af_BaSt	0.013151258790934045	bwa.all
ao_BaOv	0.003019932099798658	bwa.all
bj_BaUn	0.01775870208119854	bwa.all
am_BaSa	0.005928710730501674	bwa.all
av_BaOv	0.002174579479312839	bwa.all
am_EnCl	0.004683568037302895	bwa.all
av_BaVu	0.003478708451289767	bwa.all
bq_BaSa	0.007399424125795042	bwa.all
ao_BaXy	0.002552303098382372	bwa.all
cx_BaOv	0.006243960304410781	bwa.all
an_BaOv	0.010286406760426277	bwa.all
bk_BaCe	0.0020484530772131916	bwa.all
bq_BaXy	0.00247780451327181	bwa.all
bf_BaFa	0.0032740565212254842	bwa.all
bj_BaCa	0.008287522457009278	bwa.all
am_PaDi	0.007668769117886936	bwa.all
aa_BaVu	0.0024467451615186476	bwa.all
af_BaTh	0.0027727792251198906	bwa.all
am_EnDu	0.0015208982688046865	bwa.all
am_StSa	0.0018423972522970053	bwa.all
aa_BaCe	0.0027692420060831504	bwa.all
am_BA	0.0002524946471134812	bwa.all
am_BL	0.00022138771814180798	bwa.all
av_BaTh	0.0026247207141956407	bwa.all
am_BaSt	0.007075046033812429	bwa.all
am_AlOn	0.008008175819702255	bwa.all
am_FlPl	7.746852025333947e-05	bwa.all
am_AkMu	0.00018287968046817198	bwa.all
am_RuTo	0.0005384934721645642	bwa.all
bk_BaUn	0.002536083452699516	bwa.all
am_CoAe	0.0011277559281647905	bwa.all
am_FiSp	0.0016020296735128913	bwa.all
am_RuLa	0.0006861054365456359	bwa.all
bq_BaUn	0.002531738475125394	bwa.all
am_HoMa	0.0002454321606833685	bwa.all
av_BaUn	0.0028145052446907353	bwa.all
am_EnMu	0.0003261562223310066	bwa.all
am_PrNa	0.003047365972145025	bwa.all
am_BiPs	0.0008143044654769023	bwa.all
am_FaCy	0.0005501793114890189	bwa.all
am_PhFa	0.0001231788155354268	bwa.all
am_BlOb	4.4490761979432306e-05	bwa.all
am_PrMi	0.0005309231236917392	bwa.all
am_BlSp	0.0001222834490628435	bwa.all
af_BaCe	5.682830681941564e-05	bwa.all
ao_BaFr	0.7657604163844512	bwa
am_BaFr	0.9997625197347829	bwa
bq_BaFr	0.7143514194036052	bwa
aa_BaFr	0.7293033354633257	bwa
bk_BaSa	0.005911577006686863	bwa
bf_BaUn	0.006282180907056472	bwa
af_BaUn	0.017222385620980777	bwa
ao_BaUn	0.001150980171119465	bwa
af_BaFr	0.6753027428885775	bwa
bf_BaVu	0.0013637160013796256	bwa
av_BaFr	0.7624845629745596	bwa
af_BaXy	0.0013479228485488873	bwa
bq_BaOv	0.0015700823395463613	bwa
cx_BaCa	0.00546374335701069	bwa
bk_BaOv	0.0018093529719198792	bwa
am_BaVu	0.021810369719792583	bwa
aa_BaFa	0.009799426952380131	bwa
am_BaXy	0.01837570778100292	bwa
bq_BaCa	0.005661405037053331	bwa
am_PaMe	0.02570935303347883	bwa
cx_BaFa	0.0024526064752288545	bwa
am_TuSa	0.0011843523571973098	bwa
bf_BaOv	0.006125052817653536	bwa
bq_BaFi	0.0057881718150100975	bwa
bq_BaDo	0.010604476957850292	bwa
an_BaXy	0.0035920994778570387	bwa
bq_BaTh	0.0013633367410173318	bwa
af_BaDo	0.0009155208680575283	bwa
bj_BaXy	0.005144502339609855	bwa
am_EsCo	0.014617553439446413	bwa
aa_BaOv	0.0016301090517932707	bwa
bq_BaVu	0.0065448640746491515	bwa
af_BaVu	0.0015311441585025617	bwa
am_BaOv	0.0198011138089439	bwa
am_PaEx	0.0033745865067136933	bwa
bk_BaTh	0.007457106394029341	bwa
cx_BaVu	0.004988986158811873	bwa
aa_BaXy	0.0047134429120585875	bwa
bj_BaVu	0.013549938935476858	bwa
aa_BaDo	0.0020511533315003853	bwa
cx_BaUn	0.003906787874633931	bwa
af_BaSt	0.009553691315977162	bwa
ao_BaOv	0.0018161601331128875	bwa
bj_BaUn	0.014722542536005625	bwa
av_BaOv	0.0010731109441495753	bwa
am_EnCl	0.004377915594714359	bwa
bq_BaCe	0.005256373917593991	bwa
av_BaVu	0.0025981430522835705	bwa
bq_BaSa	0.004466528357241982	bwa
ao_BaXy	0.0012790620840688334	bwa
cx_BaOv	0.004516433573843534	bwa
an_BaOv	0.008724933045109655	bwa
bk_BaCe	0.0010264516064433515	bwa
bq_BaXy	0.0011610827762184312	bwa
bf_BaFa	0.0014098198165959715	bwa
bj_BaCa	0.006329156202810591	bwa
am_PaDi	0.007232255440426354	bwa
aa_BaVu	0.001624111008872216	bwa
af_BaTh	0.0011578736903045984	bwa
am_EnDu	0.001445792181456307	bwa
am_StSa	0.0017789098070444156	bwa
aa_BaCe	0.0016830396969902493	bwa
am_BA	0.00010773104943508531	bwa
av_BaTh	0.0011048562587504163	bwa
am_BaSt	0.0050751883313797175	bwa
am_BL	0.00014606595689431315	bwa
am_AlOn	0.00682364315882915	bwa
am_FlPl	7.31163561941631e-05	bwa
am_BaSa	0.0031616589345847346	bwa
am_AkMu	0.00018148896046461173	bwa
am_RuTo	0.00043276032973829355	bwa
bq_BaUn	0.0010646336288665913	bwa
am_HoMa	0.0002454321606833685	bwa
av_BaUn	0.0010046784121239265	bwa
bk_BaUn	0.0009913446200959385	bwa
am_EnMu	0.0003261562223310066	bwa
am_PrNa	0.0024143286109589352	bwa
am_BiPs	0.0006791855877985409	bwa
am_FiSp	0.0009159904357738675	bwa
am_FaCy	0.0005501793114890189	bwa
am_CoAe	0.0006854987014335	bwa
am_RuLa	0.00042572135012464396	bwa
am_BlOb	4.4490761979432306e-05	bwa
am_PrMi	0.0003034925825657238	bwa
am_BlSp	0.0001222834490628435	bwa
af_BaCe	5.682830681941564e-05	bwa
am_BaFr	0.2884111359799318	mapper1.kmer12
aa_BaFr	0.10594032307335088	mapper1.kmer12
ao_BaFr	0.12036207114538837	mapper1.kmer12
av_BaFr	0.11465655758584765	mapper1.kmer12
af_BaFr	0.0821092283717235	mapper1.kmer12
bq_BaFr	0.08911381759750109	mapper1.kmer12
am_BaVu	0.0013142242260909321	mapper1.kmer12
am_BaXy	0.001016812673423509	mapper1.kmer12
am_BaOv	0.0010327108147202893	mapper1.kmer12
af_BaSt	0.00028638420742514844	mapper1.kmer12
am_PaMe	0.001325712122936801	mapper1.kmer12
bk_BaTh	0.0007876770390230127	mapper1.kmer12
an_BaXy	0.00020153435237530454	mapper1.kmer12
am_EsCo	0.0008422555436676143	mapper1.kmer12
bq_BaDo	0.0003725511798048357	mapper1.kmer12
bq_BaVu	0.0005188104131279131	mapper1.kmer12
aa_BaFa	0.00015297646906062878	mapper1.kmer12
am_TuSa	1.1203963962449914e-05	mapper1.kmer12
bq_BaSa	0.00030572292879220485	mapper1.kmer12
cx_BaUn	7.223391805185123e-05	mapper1.kmer12
am_PaDi	0.0006123103389378846	mapper1.kmer12
af_BaUn	0.00025488865168127935	mapper1.kmer12
cx_BaOv	9.597370725373599e-05	mapper1.kmer12
am_EnDu	4.88837034034712e-05	mapper1.kmer12
am_RuTo	0.00010166648310218328	mapper1.kmer12
am_BiPs	0.00013556777760420313	mapper1.kmer12
am_BaSa	7.717219139526636e-05	mapper1.kmer12
af_BaDo	7.255716786100785e-05	mapper1.kmer12
am_PaEx	0.00018511171183289594	mapper1.kmer12
bq_BaTh	2.384063090835172e-05	mapper1.kmer12
cx_BaFa	2.2634370966847393e-05	mapper1.kmer12
bj_BaXy	2.3864700110014688e-05	mapper1.kmer12
bf_BaOv	2.6924887103948373e-05	mapper1.kmer12
bq_BaXy	2.4353868482981405e-05	mapper1.kmer12
am_BaFr	0.9976284636621571	mapper1.kmer18
af_BaFr	0.759697885505628	mapper1.kmer18
aa_BaFr	0.786915203995063	mapper1.kmer18
ao_BaFr	0.8265093635326451	mapper1.kmer18
av_BaFr	0.829183656273527	mapper1.kmer18
bq_BaFr	0.8032914345212172	mapper1.kmer18
bj_BaUn	0.014320134156882448	mapper1.kmer18
cx_BaVu	0.0009880063418760364	mapper1.kmer18
am_BaOv	0.01693909735171894	mapper1.kmer18
bj_BaXy	0.0019099662306591224	mapper1.kmer18
bf_BaUn	0.003160784123982552	mapper1.kmer18
cx_BaCa	0.001126291330869374	mapper1.kmer18
an_BaOv	0.003746742273647772	mapper1.kmer18
am_EnCl	0.002638793088873434	mapper1.kmer18
bf_BaOv	0.002650844885007397	mapper1.kmer18
am_BaXy	0.01581821982451578	mapper1.kmer18
am_PaMe	0.022497276093247483	mapper1.kmer18
af_BaUn	0.018033925337541376	mapper1.kmer18
am_BaVu	0.020973823044623842	mapper1.kmer18
bq_BaCe	0.003017449225826618	mapper1.kmer18
bq_BaDo	0.014925695277158372	mapper1.kmer18
bj_BaVu	0.013552639625175136	mapper1.kmer18
bq_BaVu	0.008603916162619152	mapper1.kmer18
af_BaSt	0.008222875111447809	mapper1.kmer18
am_EsCo	0.013216573921266619	mapper1.kmer18
bq_BaSa	0.006509017711300542	mapper1.kmer18
cx_BaUn	0.0028343604435572987	mapper1.kmer18
bk_BaTh	0.004092142431329938	mapper1.kmer18
af_BaVu	0.0006959416055425494	mapper1.kmer18
av_BaUn	0.0010263494777566036	mapper1.kmer18
bq_BaUn	0.0009860244025498266	mapper1.kmer18
bq_BaTh	0.0003596619682730147	mapper1.kmer18
av_BaTh	0.00016118549750865745	mapper1.kmer18
af_BaTh	0.000328710791203741	mapper1.kmer18
cx_BaOv	0.0022986445299913788	mapper1.kmer18
am_BaSt	0.00200782416855504	mapper1.kmer18
bk_BaSa	0.004160767225306902	mapper1.kmer18
am_AlOn	0.0015410232779043667	mapper1.kmer18
bj_BaCa	0.0018474032998675495	mapper1.kmer18
cx_BaFa	0.000898479599836313	mapper1.kmer18
am_BaSa	0.005383189084216469	mapper1.kmer18
am_PaDi	0.005871992748339682	mapper1.kmer18
bk_BaUn	0.0006163459517673458	mapper1.kmer18
bk_BaOv	0.0011926459597551497	mapper1.kmer18
bf_BaVu	0.0010769487016512296	mapper1.kmer18
av_BaVu	0.001067250014847663	mapper1.kmer18
an_BaXy	0.001078709491673408	mapper1.kmer18
aa_BaXy	0.0016940660118309454	mapper1.kmer18
ao_BaOv	0.0004242621042226212	mapper1.kmer18
af_BaXy	0.00029737035628090683	mapper1.kmer18
bq_BaFi	0.0014043376683431806	mapper1.kmer18
bq_BaCa	0.0016367390884223282	mapper1.kmer18
am_RuLa	0.0003441579138858103	mapper1.kmer18
aa_BaDo	0.0014393101168521968	mapper1.kmer18
am_PaEx	0.0027735904822962245	mapper1.kmer18
bq_BaOv	0.0009476818524736508	mapper1.kmer18
av_BaOv	0.00041551333359004416	mapper1.kmer18
aa_BaFa	0.0015527350884631495	mapper1.kmer18
aa_BaOv	0.0011533164745025257	mapper1.kmer18
am_PrNa	0.0004143698815334814	mapper1.kmer18
bk_BaCe	0.00032068790197241137	mapper1.kmer18
am_HoMa	0.0006615997374942977	mapper1.kmer18
am_FaCy	0.0009173721557422221	mapper1.kmer18
am_BiPs	0.0019257806818610314	mapper1.kmer18
am_EnDu	0.000806742972724836	mapper1.kmer18
am_BA	0.0002226762316448415	mapper1.kmer18
am_CoAe	0.001135427737199925	mapper1.kmer18
af_BaDo	0.0003639837170763295	mapper1.kmer18
am_RuTo	0.0005296823769623749	mapper1.kmer18
am_TuSa	0.00018509882129630798	mapper1.kmer18
aa_BaCe	0.0009617742347803858	mapper1.kmer18
am_FiSp	0.0009214395162960202	mapper1.kmer18
aa_BaVu	0.00029947191388134066	mapper1.kmer18
ao_BaXy	0.00020326546280651078	mapper1.kmer18
bq_BaXy	0.00024305483313809918	mapper1.kmer18
ao_BaUn	0.0001562277911473369	mapper1.kmer18
am_BL	0.0001431529606029736	mapper1.kmer18
bf_BaFa	4.9346961591560425e-05	mapper1.kmer18
am_BlSp	7.972540414538055e-05	mapper1.kmer18
am_BaFr	0.9977243395944736	mapper1.kmer24
aa_BaFr	0.786877813842657	mapper1.kmer24
bq_BaFr	0.8030763839873453	mapper1.kmer24
ao_BaFr	0.826277946856195	mapper1.kmer24
av_BaFr	0.8289109363053228	mapper1.kmer24
af_BaFr	0.7596376051565099	mapper1.kmer24
bj_BaUn	0.014434746601419949	mapper1.kmer24
cx_BaVu	0.0008586137264636471	mapper1.kmer24
am_BaOv	0.016972023073515276	mapper1.kmer24
bj_BaXy	0.0019273511115339675	mapper1.kmer24
bf_BaUn	0.0030706131049480696	mapper1.kmer24
cx_BaCa	0.0010738572638692367	mapper1.kmer24
an_BaOv	0.0036307740444726983	mapper1.kmer24
am_EnCl	0.002731305667829691	mapper1.kmer24
bf_BaOv	0.002660896842859538	mapper1.kmer24
am_BaVu	0.020981906529350194	mapper1.kmer24
am_BaXy	0.015796911176400943	mapper1.kmer24
am_PaMe	0.022487975687931774	mapper1.kmer24
cx_BaOv	0.0022842012294623354	mapper1.kmer24
af_BaUn	0.01791040392307231	mapper1.kmer24
bq_BaDo	0.014867701164030061	mapper1.kmer24
bk_BaTh	0.003892951486124665	mapper1.kmer24
bq_BaVu	0.0086320152918811	mapper1.kmer24
bj_BaVu	0.013657773617000919	mapper1.kmer24
bq_BaCe	0.0028417121087816657	mapper1.kmer24
bq_BaFi	0.0014484329125368915	mapper1.kmer24
bq_BaCa	0.001634983976806005	mapper1.kmer24
bk_BaSa	0.0040999676342296605	mapper1.kmer24
af_BaSt	0.008195929719741696	mapper1.kmer24
am_EsCo	0.012834973785838599	mapper1.kmer24
cx_BaUn	0.0028245103638229554	mapper1.kmer24
bk_BaOv	0.0011747829208603993	mapper1.kmer24
aa_BaDo	0.0014442386582820441	mapper1.kmer24
bf_BaVu	0.0010694848952199428	mapper1.kmer24
bq_BaSa	0.0063856134409552385	mapper1.kmer24
av_BaVu	0.001072595173519688	mapper1.kmer24
bj_BaCa	0.0019889831228686486	mapper1.kmer24
aa_BaXy	0.0016615745190831554	mapper1.kmer24
am_BaSa	0.00530790332416642	mapper1.kmer24
aa_BaVu	0.00029927957482297113	mapper1.kmer24
bk_BaCe	0.0002578297355840636	mapper1.kmer24
am_PaDi	0.005772278576419769	mapper1.kmer24
am_BaSt	0.0018751413017590232	mapper1.kmer24
am_AlOn	0.0015825808676772418	mapper1.kmer24
am_PaEx	0.0027735904822962245	mapper1.kmer24
an_BaXy	0.0009913988017468396	mapper1.kmer24
am_PrNa	0.0004127057454630658	mapper1.kmer24
av_BaUn	0.0010329874618242702	mapper1.kmer24
bq_BaOv	0.0009825493923288134	mapper1.kmer24
av_BaOv	0.00043685615208982013	mapper1.kmer24
cx_BaFa	0.0008971305313680904	mapper1.kmer24
af_BaVu	0.0007220870767656454	mapper1.kmer24
bq_BaUn	0.0009888318749182825	mapper1.kmer24
bk_BaUn	0.0005624980024928889	mapper1.kmer24
am_RuLa	0.0003249275102197438	mapper1.kmer24
aa_BaFa	0.0014720196626605655	mapper1.kmer24
aa_BaOv	0.0011619086897746006	mapper1.kmer24
bf_BaFa	7.402044238734064e-05	mapper1.kmer24
ao_BaOv	0.0004276541136659755	mapper1.kmer24
af_BaXy	0.0003207853449644428	mapper1.kmer24
am_FaCy	0.0009173721557422221	mapper1.kmer24
am_HoMa	0.0006615997374942977	mapper1.kmer24
am_BiPs	0.0019257806818610314	mapper1.kmer24
am_EnDu	0.000806742972724836	mapper1.kmer24
am_BA	0.0002226762316448415	mapper1.kmer24
am_CoAe	0.0007617655089004266	mapper1.kmer24
af_BaDo	0.0003381437822956403	mapper1.kmer24
am_RuTo	0.000478510247134276	mapper1.kmer24
af_BaTh	0.00034407947549515514	mapper1.kmer24
am_TuSa	0.00016175722970787065	mapper1.kmer24
aa_BaCe	0.0008010872457310997	mapper1.kmer24
bq_BaTh	0.00030092875835310183	mapper1.kmer24
av_BaTh	0.00013467153402679202	mapper1.kmer24
ao_BaXy	0.00020326546280651078	mapper1.kmer24
bq_BaXy	0.0002078949435401525	mapper1.kmer24
am_FiSp	0.00048714779868045066	mapper1.kmer24
ao_BaUn	0.00021728937226243983	mapper1.kmer24
am_BL	0.0001431529606029736	mapper1.kmer24
am_BlSp	7.972540414538055e-05	mapper1.kmer24
am_BaFr	1.0002876277969497	mapper1
af_BaFr	0.7609802646307327	mapper1
aa_BaFr	0.7881638481346613	mapper1
ao_BaFr	0.8275684240787735	mapper1
av_BaFr	0.8294724070929087	mapper1
bq_BaFr	0.8043376533661716	mapper1
bj_BaUn	0.02446868667370557	mapper1
cx_BaVu	0.011404566849575535	mapper1
am_BaOv	0.024346049929335766	mapper1
bj_BaXy	0.01015561522959817	mapper1
bf_BaUn	0.012159292003550058	mapper1
cx_BaCa	0.012494451358884688	mapper1
an_BaOv	0.016544717920319644	mapper1
am_EnCl	0.006522231798530019	mapper1
bf_BaOv	0.012108839727635021	mapper1
am_AlOn	0.013157924495230771	mapper1
af_BaUn	0.02719583455211819	mapper1
aa_BaXy	0.009509902365396217	mapper1
am_BaSt	0.012890016891655236	mapper1
cx_BaUn	0.007394536940569339	mapper1
am_BaXy	0.023654400138296127	mapper1
bk_BaSa	0.01298544559729045	mapper1
bq_BaCa	0.012367296498220805	mapper1
am_PaMe	0.0318336699338721	mapper1
bj_BaCa	0.011823678010000026	mapper1
bj_BaVu	0.022994829529572648	mapper1
af_BaSt	0.0189495255584194	mapper1
cx_BaOv	0.009053789685836616	mapper1
bq_BaCe	0.010871116271500968	mapper1
bq_BaFi	0.012749468844025919	mapper1
ao_BaXy	0.003387547945162376	mapper1
av_BaVu	0.0038631639379961592	mapper1
ao_BaUn	0.0027957626938654146	mapper1
aa_BaOv	0.004280279871062504	mapper1
bk_BaTh	0.012861326516045154	mapper1
aa_BaCe	0.00412490804843565	mapper1
af_BaXy	0.0033314845898934978	mapper1
bq_BaUn	0.003738751059820819	mapper1
av_BaUn	0.0035915398502587934	mapper1
am_EsCo	0.015269676048503912	mapper1
bq_BaOv	0.003779104896609549	mapper1
am_PrNa	0.00500372433652559	mapper1
aa_BaVu	0.002948173086687983	mapper1
aa_BaFa	0.011898347056550886	mapper1
bf_BaFa	0.0030961133385327385	mapper1
ao_BaOv	0.0035349956875818404	mapper1
am_BaVu	0.0235932480719949	mapper1
am_PaEx	0.006212040529592267	mapper1
